example_id,split,category_slug,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_country_code,transport_mode,stock,moq,supplier_rating,target_offer_price_usd,feature_source,label_source,is_synthetic
offer-TRV-007-STD-1,train,travel-luggage-accessories,0.220,32.00,22.00,6.00,4224.000,VN,LOCAL,120,1,4.60,6.20,seed_derived,pseudo_formula,1
offer-TRV-007-STD-2,train,travel-luggage-accessories,0.220,32.00,22.00,6.00,4224.000,VN,BULK,400,10,4.60,5.58,seed_derived,pseudo_formula,1
offer-TRV-007-STD-3,train,travel-luggage-accessories,0.220,32.00,22.00,6.00,4224.000,CN,LOCAL,90,1,4.61,6.57,seed_derived,pseudo_formula,1
offer-TRV-007-STD-4,train,travel-luggage-accessories,0.220,32.00,22.00,6.00,4224.000,TR,BULK,280,8,4.58,5.83,seed_derived,pseudo_formula,1
offer-TRV-008-STD-1,validation,travel-luggage-accessories,0.260,24.00,18.00,6.00,2592.000,VN,LOCAL,120,1,4.60,7.80,seed_derived,pseudo_formula,1
offer-TRV-008-STD-2,validation,travel-luggage-accessories,0.260,24.00,18.00,6.00,2592.000,VN,BULK,400,10,4.60,7.02,seed_derived,pseudo_formula,1
offer-TRV-008-STD-3,validation,travel-luggage-accessories,0.260,24.00,18.00,6.00,2592.000,CN,LOCAL,90,1,4.61,8.27,seed_derived,pseudo_formula,1
offer-TRV-008-STD-4,validation,travel-luggage-accessories,0.260,24.00,18.00,6.00,2592.000,TR,BULK,280,8,4.58,7.33,seed_derived,pseudo_formula,1
offer-TRV-009-STD-1,train,travel-luggage-accessories,0.420,32.00,28.00,14.00,12544.000,VN,LOCAL,120,1,4.60,10.50,seed_derived,pseudo_formula,1
offer-TRV-009-STD-2,train,travel-luggage-accessories,0.420,32.00,28.00,14.00,12544.000,VN,BULK,400,10,4.60,9.45,seed_derived,pseudo_formula,1
offer-TRV-009-STD-3,train,travel-luggage-accessories,0.420,32.00,28.00,14.00,12544.000,CN,LOCAL,90,1,4.61,11.13,seed_derived,pseudo_formula,1
offer-TRV-009-STD-4,train,travel-luggage-accessories,0.420,32.00,28.00,14.00,12544.000,TR,BULK,280,8,4.58,9.87,seed_derived,pseudo_formula,1
offer-TRV-010-STD-1,train,travel-luggage-accessories,0.260,24.00,18.00,5.00,2160.000,VN,LOCAL,120,1,4.60,6.80,seed_derived,pseudo_formula,1
offer-TRV-010-STD-2,train,travel-luggage-accessories,0.260,24.00,18.00,5.00,2160.000,VN,BULK,400,10,4.60,6.12,seed_derived,pseudo_formula,1
offer-TRV-010-STD-3,train,travel-luggage-accessories,0.260,24.00,18.00,5.00,2160.000,CN,LOCAL,90,1,4.61,7.21,seed_derived,pseudo_formula,1
offer-TRV-010-STD-4,train,travel-luggage-accessories,0.260,24.00,18.00,5.00,2160.000,TR,BULK,280,8,4.58,6.39,seed_derived,pseudo_formula,1
offer-PET-001-STD-1,train,pet-care-accessories,0.180,20.00,11.00,6.00,1320.000,TH,LOCAL,120,1,4.54,7.20,seed_derived,pseudo_formula,1
offer-PET-001-STD-2,train,pet-care-accessories,0.180,20.00,11.00,6.00,1320.000,TH,BULK,400,10,4.54,6.48,seed_derived,pseudo_formula,1
offer-PET-001-STD-3,train,pet-care-accessories,0.180,20.00,11.00,6.00,1320.000,VN,LOCAL,90,1,4.60,7.63,seed_derived,pseudo_formula,1
offer-PET-001-STD-4,train,pet-care-accessories,0.180,20.00,11.00,6.00,1320.000,CN,BULK,280,8,4.61,6.77,seed_derived,pseudo_formula,1
offer-PET-002-STD-1,train,pet-care-accessories,0.080,18.00,5.00,3.00,270.000,TH,LOCAL,120,1,4.54,3.80,seed_derived,pseudo_formula,1
offer-PET-002-STD-2,train,pet-care-accessories,0.080,18.00,5.00,3.00,270.000,TH,BULK,400,10,4.54,3.42,seed_derived,pseudo_formula,1
offer-PET-002-STD-3,train,pet-care-accessories,0.080,18.00,5.00,3.00,270.000,VN,LOCAL,90,1,4.60,4.03,seed_derived,pseudo_formula,1
offer-PET-002-STD-4,train,pet-care-accessories,0.080,18.00,5.00,3.00,270.000,CN,BULK,280,8,4.61,3.57,seed_derived,pseudo_formula,1
offer-PET-003-STD-1,train,pet-care-accessories,0.420,34.00,26.00,4.00,3536.000,TH,LOCAL,120,1,4.54,8.50,seed_derived,pseudo_formula,1
offer-PET-003-STD-2,train,pet-care-accessories,0.420,34.00,26.00,4.00,3536.000,TH,BULK,400,10,4.54,7.65,seed_derived,pseudo_formula,1
offer-PET-003-STD-3,train,pet-care-accessories,0.420,34.00,26.00,4.00,3536.000,VN,LOCAL,90,1,4.60,9.01,seed_derived,pseudo_formula,1
offer-PET-003-STD-4,train,pet-care-accessories,0.420,34.00,26.00,4.00,3536.000,CN,BULK,280,8,4.61,7.99,seed_derived,pseudo_formula,1
offer-PET-004-STD-1,train,pet-care-accessories,0.140,16.00,16.00,5.00,1280.000,TH,LOCAL,120,1,4.54,5.20,seed_derived,pseudo_formula,1
offer-PET-004-STD-2,train,pet-care-accessories,0.140,16.00,16.00,5.00,1280.000,TH,BULK,400,10,4.54,4.68,seed_derived,pseudo_formula,1
offer-PET-004-STD-3,train,pet-care-accessories,0.140,16.00,16.00,5.00,1280.000,VN,LOCAL,90,1,4.60,5.51,seed_derived,pseudo_formula,1
offer-PET-004-STD-4,train,pet-care-accessories,0.140,16.00,16.00,5.00,1280.000,CN,BULK,280,8,4.61,4.89,seed_derived,pseudo_formula,1
offer-PET-005-STD-1,test,pet-care-accessories,0.650,38.00,30.00,9.00,10260.000,TH,LOCAL,120,1,4.54,11.00,seed_derived,pseudo_formula,1
offer-PET-005-STD-2,test,pet-care-accessories,0.650,38.00,30.00,9.00,10260.000,TH,BULK,400,10,4.54,9.90,seed_derived,pseudo_formula,1
offer-PET-005-STD-3,test,pet-care-accessories,0.650,38.00,30.00,9.00,10260.000,VN,LOCAL,90,1,4.60,11.66,seed_derived,pseudo_formula,1
offer-PET-005-STD-4,test,pet-care-accessories,0.650,38.00,30.00,9.00,10260.000,CN,BULK,280,8,4.61,10.34,seed_derived,pseudo_formula,1
offer-PET-006-STD-1,test,pet-care-accessories,0.080,10.00,6.00,5.00,300.000,TH,LOCAL,120,1,4.54,3.60,seed_derived,pseudo_formula,1
offer-PET-006-STD-2,test,pet-care-accessories,0.080,10.00,6.00,5.00,300.000,TH,BULK,400,10,4.54,3.24,seed_derived,pseudo_formula,1
offer-PET-006-STD-3,test,pet-care-accessories,0.080,10.00,6.00,5.00,300.000,VN,LOCAL,90,1,4.60,3.82,seed_derived,pseudo_formula,1
offer-PET-006-STD-4,test,pet-care-accessories,0.080,10.00,6.00,5.00,300.000,CN,BULK,280,8,4.61,3.38,seed_derived,pseudo_formula,1
offer-PET-007-STD-1,train,pet-care-accessories,0.240,22.00,12.00,7.00,1848.000,TH,LOCAL,120,1,4.54,6.50,seed_derived,pseudo_formula,1
offer-PET-007-STD-2,train,pet-care-accessories,0.240,22.00,12.00,7.00,1848.000,TH,BULK,400,10,4.54,5.85,seed_derived,pseudo_formula,1
offer-PET-007-STD-3,train,pet-care-accessories,0.240,22.00,12.00,7.00,1848.000,VN,LOCAL,90,1,4.60,6.89,seed_derived,pseudo_formula,1
offer-PET-007-STD-4,train,pet-care-accessories,0.240,22.00,12.00,7.00,1848.000,CN,BULK,280,8,4.61,6.11,seed_derived,pseudo_formula,1
offer-PET-008-STD-1,train,pet-care-accessories,0.360,30.00,22.00,6.00,3960.000,TH,LOCAL,120,1,4.54,7.80,seed_derived,pseudo_formula,1
offer-PET-008-STD-2,train,pet-care-accessories,0.360,30.00,22.00,6.00,3960.000,TH,BULK,400,10,4.54,7.02,seed_derived,pseudo_formula,1
offer-PET-008-STD-3,train,pet-care-accessories,0.360,30.00,22.00,6.00,3960.000,VN,LOCAL,90,1,4.60,8.27,seed_derived,pseudo_formula,1
offer-PET-008-STD-4,train,pet-care-accessories,0.360,30.00,22.00,6.00,3960.000,CN,BULK,280,8,4.61,7.33,seed_derived,pseudo_formula,1
offer-PET-009-STD-1,validation,pet-care-accessories,0.620,38.00,30.00,8.00,9120.000,TH,LOCAL,120,1,4.54,13.00,seed_derived,pseudo_formula,1
offer-PET-009-STD-2,validation,pet-care-accessories,0.620,38.00,30.00,8.00,9120.000,TH,BULK,400,10,4.54,11.70,seed_derived,pseudo_formula,1
offer-PET-009-STD-3,validation,pet-care-accessories,0.620,38.00,30.00,8.00,9120.000,VN,LOCAL,90,1,4.60,13.78,seed_derived,pseudo_formula,1
offer-PET-009-STD-4,validation,pet-care-accessories,0.620,38.00,30.00,8.00,9120.000,CN,BULK,280,8,4.61,12.22,seed_derived,pseudo_formula,1
offer-PET-010-STD-1,train,pet-care-accessories,0.780,38.00,28.00,12.00,12768.000,TH,LOCAL,120,1,4.54,16.00,seed_derived,pseudo_formula,1
offer-PET-010-STD-2,train,pet-care-accessories,0.780,38.00,28.00,12.00,12768.000,TH,BULK,400,10,4.54,14.40,seed_derived,pseudo_formula,1
offer-PET-010-STD-3,train,pet-care-accessories,0.780,38.00,28.00,12.00,12768.000,VN,LOCAL,90,1,4.60,16.96,seed_derived,pseudo_formula,1
offer-PET-010-STD-4,train,pet-care-accessories,0.780,38.00,28.00,12.00,12768.000,CN,BULK,280,8,4.61,15.04,seed_derived,pseudo_formula,1
